Author,Title,Year,DOI,Link,Type,Venue,
Z. Moezkarimi; K. Eriksson; A. A. Johansson; A. Bucaioni; M. Sirjani,Harnessing ChatGPT for Model Transformation in Software Architecture: From UML State Diagrams to Rebeca Models for Formal Verification,2025,10.1109/ICSA-C65153.2025.00061,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11014908,IEEE Conferences,2025 IEEE 22nd International Conference on Software Architecture Companion (ICSA-C),
N. Hagel; N. Hili; A. Bartel; A. Koziolek,Towards LLM-Powered Consistency in Model-Based Low-Code Platforms,2025,10.1109/ICSA-C65153.2025.00058,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11014939,IEEE Conferences,2025 IEEE 22nd International Conference on Software Architecture Companion (ICSA-C),
A. Tagliaferro; S. Corboe; B. Guindani,Leveraging LLMs to Automate Software Architecture Design from Informal Specifications,2025,10.1109/ICSA-C65153.2025.00049,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11014997,IEEE Conferences,2025 IEEE 22nd International Conference on Software Architecture Companion (ICSA-C),
Werthwein M.; Annighoefer B.; Daw Z.,Towards Continuous Security Assessment: Integrating Model-Based Risk Assessment and Large Language Models,2025,10.1109/ICNS65417.2025.10976786,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005198036&doi=10.1109%2fICNS65417.2025.10976786&partnerID=40&md5=3bdfca6bacf49d3c2f9f862eec06cf0c,Conference paper,"Integrated Communications, Navigation and Surveillance Conference, ICNS",
Sun Z.; Chen L.; Ding J.,Modeling Method for Hybrid Ripple Estimation of General PWM Converters Based on KBM Theory,2025,10.1109/ICEAAI64185.2025.10956334,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003954051&doi=10.1109%2fICEAAI64185.2025.10956334&partnerID=40&md5=e654bbd1cd21e6dbeeef2480605fd3b0,Conference paper,"2025 International Conference on Electrical Automation and Artificial Intelligence, ICEAAI 2025",
Wu M.; Xu J.; Chen X.; Meng H.,Integrating Potential Pronunciations for Enhanced Mispronunciation Detection and Diagnosis Ability in LLMs,2025,10.1109/ICASSP49660.2025.10887601,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003876466&doi=10.1109%2fICASSP49660.2025.10887601&partnerID=40&md5=bf4ae7e74596d25dc49364d81afd692e,Conference paper,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",
Keerthana M.; Kusuma C.D.; Banakar L.S.; Mallika K.,Transforming Model-to-Model Interactions with Advanced Natural Language Processing: A Deep Learning Approach,2025,10.1109/ICAET63349.2025.10932175,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002434252&doi=10.1109%2fICAET63349.2025.10932175&partnerID=40&md5=8f803edf0b6ecb325fc11290a9196268,Conference paper,"2025 1st International Conference on AIML-Applications for Engineering and Technology, ICAET 2025",
M. E. Haque; N. Mohammad,Performance Analysis of Levenberg-Marquardt algorithm-based Neural Network MPPT of a Solar PV System,2025,10.1109/ECCE64574.2025.11013780,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11013780,IEEE Conferences,"2025 International Conference on Electrical, Computer and Communication Engineering (ECCE)",
Kunchakuri N.,MATLAB-Based Simulation of Generative AI-Based Autonomous Vehicle Control for High-Speed Driving and Emergency Maneuvers,2025,10.1109/CE2CT64011.2025.10939159,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002704921&doi=10.1109%2fCE2CT64011.2025.10939159&partnerID=40&md5=731a843b799f1ce66a04271f2401252c,Conference paper,"1st International Conference on Advances in Computer Science, Electrical, Electronics, and Communication Technologies, CE2CT 2025",
"Achuthan, Krishnashree; Ramanathan, Sasangan; Raman, Raghu",Exploring Metaverse Technologies in Entrepreneurship Through Machine Learning-Based Topic Modeling,2025,10.1109/ACCESS.2025.3567622,,J,IEEE ACCESS,
"Yan, Limei; Cheng, Chongyang",Voltage Control for Distribution Networks Based on Large Language Model-Assisted Deep Reinforcement Learning,2025,10.1109/ACCESS.2025.3565280,,J,IEEE ACCESS,
"de Miguel, Ana M. Gonzalez; Sarasa-Cabezuelo, Antonio",A Global Approach to Artificial Intelligence,2025,10.1109/ACCESS.2025.3565156,,J,IEEE ACCESS,
"Celikten, Tugba; Onan, Aytug",Exploring Text Similarity in Human and AI-Generated Scientific Abstracts: A Comprehensive Analysis,2025,10.1109/ACCESS.2025.3564867,,J,IEEE ACCESS,
Forg¨¢cs I.; Kov¨¢cs A.,Action-State Testing¡ªA Model for Test Design Automation,2025,10.1109/ACCESS.2025.3563337,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003666947&doi=10.1109%2fACCESS.2025.3563337&partnerID=40&md5=171045b99c2676b72e5f35f925eb38ae,Article,IEEE Access,
"Alshraideh, Mohammad; Al-Dhaqm, Arafat; Alshammari, Ahmad; Alshraideh, Abedalrahman; Alshraideh, Bahaaldeen; Mohamed Al-Fayoumi, Bayan; Nasser, Maged",Advanced Prediction of Recurrent Fragility Fractures Using Large Language Models,2025,10.1109/ACCESS.2025.3562259,,J,IEEE ACCESS,
"Himdi, Hanen; Zamzami, Nuha; Najar, Fatma; Alrehaili, Mada; Bouguila, Nizar",Arabic Fake News Dataset Development: Humans and AI-Generated Contributions,2025,10.1109/ACCESS.2025.3556376,,J,IEEE ACCESS,
Marian Pasca E.; Delinschi D.; Erdei R.; Matei O.,"LLM-Driven, Self-Improving Framework for Security Test Automation: Leveraging Karate DSL for Augmented API Resilience",2025,10.1109/ACCESS.2025.3554960,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002579142&doi=10.1109%2fACCESS.2025.3554960&partnerID=40&md5=df1aa958f115e4f3890ef61198c417b0,Article,IEEE Access,
Al-Maeeni A.R.; Temirkhanov A.; Ryzhikov A.; Hushchyn M.,Performance Modeling of Data Storage Systems Using Generative Models,2025,10.1109/ACCESS.2025.3552409,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001567643&doi=10.1109%2fACCESS.2025.3552409&partnerID=40&md5=68ad5a34ff1c2fc55e8916f697cfdeab,Article,IEEE Access,
"Das, Sarmistha; Ghosh, Samrat; Tiwari, Abhisek; Lynghoi, R. E. Zera Marveen; Saha, Sriparna; Murad, Zak; Maurya, Alka",Presenting an Order-Aware Multimodal Fusion Framework for Financial Advisory Summarization With an Exclusive Video Dataset,2025,10.1109/ACCESS.2025.3551124,,J,IEEE ACCESS,
"Tamir, Azwad; Yuan, Jiann-Shiun",KITE-DDI: A Knowledge Graph Integrated Transformer Model for Accurately Predicting Drug-Drug Interaction Events From Drug SMILES and Biomedical Knowledge Graph,2025,10.1109/ACCESS.2025.3547594,,J,IEEE ACCESS,
"Huang, Huang; Mustafa, Mumtaz Begum; Asemi, Adeleh",An Experimental Study on Dynamic Lifelong Learning With GPT for Mitigating Catastrophic Forgetting in Aspect-Based Sentiment Analysis,2025,10.1109/ACCESS.2025.3547359,,J,IEEE ACCESS,
"Wang, Meng; Kim, Jisu; Yan, Yuting",Syntactic-Aware Text Classification Method Embedding the Weight Vectors of Feature Words,2025,10.1109/ACCESS.2025.3545877,,J,IEEE ACCESS,
"Al-Qatf, Majjed; Haque, Rafiqul; Alsamhi, Saeed Hamood; Buosi, Samuele; Razzaq, Muhammad Asif; Timilsina, Mohan; Hawbani, Ammar; Curry, Edward","RAG4DS: Retrieval-Augmented Generation for Data Spaces-A Unified Lifecycle, Challenges, and Opportunities",2025,10.1109/ACCESS.2025.3545387,,J,IEEE ACCESS,
Demora A.T.; Abdissa C.M.,Neural Network-Based Lower Limb Prostheses Control Using Super Twisting Sliding Mode Control,2025,10.1109/ACCESS.2025.3538689,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217578378&doi=10.1109%2fACCESS.2025.3538689&partnerID=40&md5=4dbd4dd60b3bcc7ec8e86a60242d51ef,Article,IEEE Access,
"Islam, Mohammad Shariful; Rony, Mohammad Abu Tareq; Hossain, Md Rasel; Alshathri, Samah; El-Shafai, Walid",Zero-BertXGB: An Empirical Technique for Abstract Classification in Systematic Reviews,2025,10.1109/ACCESS.2025.3531778,,J,IEEE ACCESS,
"Zhou, Bei; Zhou, Qianxi; Li, Zongzhi",Addressing Data Imbalance in Crash Data: Evaluating Generative Adversarial Networks Efficacy Against Conventional Methods,2025,10.1109/ACCESS.2024.3524620,,J,IEEE ACCESS,
"Liu, Qiming; Yang, Ruirong; Gao, Qin; Liang, Tengxiao; Wang, Xiuyuan; Li, Shiju; Lei, Bingyin; Gao, Kaiye",A Review of Applying Large Language Models in Healthcare,2025,10.1109/ACCESS.2024.3524588,,J,IEEE ACCESS,
"Choudhary, Tavishi","Political Bias in Large Language Models: A Comparative Analysis of ChatGPT-4, Perplexity, Google Gemini, and Claude",2025,10.1109/ACCESS.2024.3523764,,J,IEEE ACCESS,
Miao Y.; Zhang Y.; Li R.; Wu Q.; Wang S.; Wang X.,Lower-limb movements prediction method based on adaptive temporal movement primitives for weight-loading exoskeletons,2025,10.1108/IR-11-2024-0516,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001111488&doi=10.1108%2fIR-11-2024-0516&partnerID=40&md5=27262773a21baef757e5c1d63488c172,Article,Industrial Robot,
Kane T.B.,Philosophical approaches to managing generative AI agents as artificial persons at work,2025,10.1080/2573234X.2025.2482652,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001137251&doi=10.1080%2f2573234X.2025.2482652&partnerID=40&md5=153df89e6e3779f8c3237c984c1707da,Article,Journal of Business Analytics,
Chiu M.-C.; Hwang G.-J.,Enhancing student creative and critical thinking in generative AI-empowered creation: a mind-mapping approach,2025,10.1080/10494820.2025.2511244,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007425472&doi=10.1080%2f10494820.2025.2511244&partnerID=40&md5=87f62ba11986b7e5bf6fcb9b55919db3,Article,Interactive Learning Environments,
Timperley L.R.; Berthoud L.; Snider C.; Tryfonas T.,Assessment of large language models for use in generative design of model based spacecraft system architectures,2025,10.1080/09544828.2025.2453401,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001378481&doi=10.1080%2f09544828.2025.2453401&partnerID=40&md5=b8a0463ef780b76c25bb3fae52a841d5,Article,Journal of Engineering Design,
"Xu, Jiao; Liu, Xiufeng; Yu, Heng; Wang, Zhenyu",Tanshinone IIA inhibits the apoptosis process of nerve cells by upshifting SIRT1 and FOXO3¦Á protein and regulating anti- oxidative stress molecules and inflammatory factors in cerebral infarction model,2025,10.1080/08923973.2024.2428662,,J,IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY,
"Nie, Chenxi; Liu, Kai; Ke, Chengxuan; Jiang, Xisong; He, Yifeng; Deng, Yonghong; Yan, Yanhua; Luo, Guangfu",Spontaneous Donor Defects and Voltage-Assisted Hole Doping in Beta-Gallium Oxides under Multiple Epitaxy Conditions,2025,10.1021/acsaelm.4c01924,,J,ACS APPLIED ELECTRONIC MATERIALS,
Thagfan F.A.; Baazaoui N.; Alamoudi S.A.; Almayouf M.A.; Al-Rashidi H.S.; Khan S.A.; Alzahrani A.M.; Nicotra M.; Marini C.; Cerbo A.D.; El-Saadony M.T.,"Eco-friendly zinc nanoparticles biosynthesized by Lactobacillus casei as alternative anticoccidial agent ameliorate Eimeria tenella infection in broiler chickens: Impact on oxidative stress, intestinal health, growth performance, and gut microbiota",2025,10.1016/j.rineng.2025.104929,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003407659&doi=10.1016%2fj.rineng.2025.104929&partnerID=40&md5=37e384372be47f8e25d14d211c0d2bae,Article,Results in Engineering,
Lin X.; Chen W.; Zhou Z.; Li J.; Zhao Y.; Zhang X.,A five-dimensional digital twin framework driven by large language models-enhanced RL for CNC systems,2025,10.1016/j.rcim.2025.103009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000643823&doi=10.1016%2fj.rcim.2025.103009&partnerID=40&md5=f76a684d2db7f4f725bd958b993ac78c,Article,Robotics and Computer-Integrated Manufacturing,
Li M.; Yao H.,FMVP: Fine-grained Meta Visual Prompt enabled domain-specific few-shot classification,2025,10.1016/j.neucom.2025.129688,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219270608&doi=10.1016%2fj.neucom.2025.129688&partnerID=40&md5=b67cee69d01d3cba6de055508fc09622,Article,Neurocomputing,
"Qi, Yi; Zhao, Xingyu; Khastgir, Siddartha; Huang, Xiaowei",Safety analysis in the era of large language models: A case study of STPA using ChatGPT,2025,10.1016/j.mlwa.2025.100622,,J,MACHINE LEARNING WITH APPLICATIONS,
Zhou J.; Zheng L.; Wang Y.,Collaborative optimization for multirobot manufacturing system reliability through integration of SysML simulation and maintenance knowledge graph,2025,10.1016/j.jmsy.2025.04.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002841787&doi=10.1016%2fj.jmsy.2025.04.010&partnerID=40&md5=0b3c07673835f28b0407abdcce838a0a,Article,Journal of Manufacturing Systems,
"Zulfahmi, Ilham; Batubara, Agung Setia; Perdana, Adli Waliul; Rahmah, Alvi; Nafis, Badratun; Ali, Rizwan; Nasution, Ayu Wulandari; Iqbal, Teuku Haris; Nur, Firman M.; Sari, Widya; Sumon, Kizar Ahmed; Rahman, Mohammad Mahmudur",Chronic exposure to palm oil mill effluent induces oxidative stress and histopathological changes in zebrafish (Danio rerio),2025,10.1016/j.jhazmat.2025.137844,,J,JOURNAL OF HAZARDOUS MATERIALS,
"Huang, Peng; Yu, Xuecheng; Gao, Zengxiang; Yang, Qingsong; Lin, Yunya; Tu, Jiyuan; Cao, Yan; Liu, Yanju; Su, Wenlong; Cao, Guosheng",Shenfu injection ameliorates hepatic ischemia-reperfusion injury through induction of ferroptosis via JAK2/STAT3 pathway,2025,10.1016/j.jep.2025.119889,,J,JOURNAL OF ETHNOPHARMACOLOGY,
"Bagchi, Anindya; Raha, Anusree; Das, Chandan; Dash, Priyanka; Pradhan, Deepak; Rai, Vineet Kumar; Rajwar, Tushar Kanti; Halder, Jitu; Das, Debajyoti; Manoharadas, Salim; Kar, Biswakanth; Ghosh, Goutam; Rath, Goutam",Hepatoprotective efficacy of Argemone mexicana L. root in paracetamol-induced hepatotoxicity in a rat model,2025,10.1016/j.jep.2025.119329,,J,JOURNAL OF ETHNOPHARMACOLOGY,
"Ran, Qiang; Huang, Mengjun; Wang, Lijuan; Li, Yanyan; Wu, Wenhui; Liu, Xia; Chen, Juan; Yang, Min; Han, Keqing; Guo, Xiaohong",Integrated bioinformatics and multi-omics to investigate the mechanism of Rhododendron molle Flos-induced hepatotoxicity,2025,10.1016/j.jep.2024.119308,,J,JOURNAL OF ETHNOPHARMACOLOGY,
"Ou, Jieying; Liu, Xiaofei; Chen, Jing; Huang, Houpei; Wang, Zhuo; Xu, Baojun; Zhong, Saiyi",Amelioration of arsenic-induced hepatic injury via sulfated glycosaminoglycan from swim bladder: Modulation of Nrf2 pathway and amino acid metabolism,2025,10.1016/j.ijbiomac.2024.138528,,J,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,
"Ding, Mingliang; Kong, Yunxin; Liu, Jia; Li, Hongsheng; Li, Shaoxiang; Yang, Yan; Zhang, Cuiping; Xiao, Chigui; Rehman, Muzammal; Maqbool, Zahid; Fan, Guiqiang; Fahad, Shah; Liu, Kun; Zeng, Chaowu; Deng, Gang","Evaluation of the ameliorative role of soil amendments and selenium on morphophysiological traits, oxidative stress, and quality attributes of wheat (Triticum aestivum L.) under varying drought stress conditions",2025,10.1016/j.hazadv.2025.100693,,J,JOURNAL OF HAZARDOUS MATERIALS ADVANCES,
"Zhang, Ziyi; Chen, Yang; Qiao, Qiang; Ju, Dong; Yin, Lei; He, Zhiyong; Wang, Zhaojun; Chen, Qiuming; Zeng, Maomao; Chen, Jie",Investigation of in vitro protective effects of Mucor racemosus-fermented pine pollen on alcoholic fatty liver and its bioactive components,2025,10.1016/j.fbio.2025.105840,,J,FOOD BIOSCIENCE,
Cremaschi M.; Ditolve D.; Curcio C.; Panzeri A.; Spoto A.; Maurino A.,Decoding the mind: A RAG-LLM on ICD-11 for decision support in psychology,2025,10.1016/j.eswa.2025.127191,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001855362&doi=10.1016%2fj.eswa.2025.127191&partnerID=40&md5=8c572748dc4b559cba4285f61fa92ffa,Article,Expert Systems with Applications,
Ong R.; Sun J.; Guo Y.-K.; Serban O.,Dynamic link prediction: Using language models and graph structures for temporal knowledge graph completion with emerging entities and relations,2025,10.1016/j.eswa.2025.126648,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217084145&doi=10.1016%2fj.eswa.2025.126648&partnerID=40&md5=effdc9505b689051aa5c67db1b7235c6,Article,Expert Systems with Applications,
Chen D.; Lin X.; Qiao Y.,Perspectives for artificial intelligence in sustainable energy systems,2025,10.1016/j.energy.2025.134711,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216763170&doi=10.1016%2fj.energy.2025.134711&partnerID=40&md5=6ad001f7b8af08e728a3593926426d93,Article,Energy,
Zhang L.; Ford V.; Chen Z.; Chen J.,Automatic building energy model development and debugging using large language models agentic workflow,2025,10.1016/j.enbuild.2024.115116,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210141985&doi=10.1016%2fj.enbuild.2024.115116&partnerID=40&md5=325bef2705405475b34301c2e01d82be,Article,Energy and Buildings,
Kong Y.; Zhang N.; Duan Z.; Yu B.,Collaboration with Generative AI to improve Requirements Change,2025,10.1016/j.csi.2025.104013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003992421&doi=10.1016%2fj.csi.2025.104013&partnerID=40&md5=c16461112c4cd9a3e5e381d1eb4dad66,Article,Computer Standards and Interfaces,
Chen X.; Liu J.; Zhang Y.; Hu Q.; Han Y.; Zhang R.; Ran J.; Yan L.; Huang B.; Ma S.,TraceAwareness and dual-strategy fuzz testing: Enhancing path coverage and crash localization with stochastic science and large language models,2025,10.1016/j.compeleceng.2025.110266,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000375697&doi=10.1016%2fj.compeleceng.2025.110266&partnerID=40&md5=2ae2871b1d4bbfccc040550c4bfa6ac4,Article,Computers and Electrical Engineering,
Prado-Velasco M.,Modular dynamics paradigm in biosystems multilevel modeling: Software design and PBPK/PD validation,2025,10.1016/j.compbiomed.2025.109856,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218350887&doi=10.1016%2fj.compbiomed.2025.109856&partnerID=40&md5=ed198af2e6bf98edf22750a64cf419fc,Article,Computers in Biology and Medicine,
Kokabi M.; Rather G.M.; Javanmard M.,Ionic Cell Microscopy: A new modality for visualizing cells using microfluidic impedance cytometry and generative artificial intelligence,2025,10.1016/j.biosx.2025.100619,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002402710&doi=10.1016%2fj.biosx.2025.100619&partnerID=40&md5=ff697de9b16bca338be6c0bcc8aed603,Article,Biosensors and Bioelectronics: X,
"Duman-Ozdamar, Zeynep Efsun; Julsing, Mattijs K.; Verbokkem, Janine A. C.; Wolbert, Emil; Santos, Vitor A. P. Martins dos; Hugenholtz, Jeroen; Suarez-Diez, Maria",Model-driven engineering of Cutaneotrichosporon oleaginosus ATCC 20509 for improved microbial oil production,2025,10.1016/j.biortech.2025.132142,,J,BIORESOURCE TECHNOLOGY,
Xiaoke WangLei Zhao,RIMFuzz: real-time impact-aware mutation for library API fuzzing,2025,10.1007/s44443-025-00050-1,https://link.springer.com/article/10.1007/s44443-025-00050-1,Article,Journal of King Saud University Computer and Information Sciences ,
William Steingartner,Perspectives of semantic modeling in categories,2025,10.1007/s44443-025-00010-9,https://link.springer.com/article/10.1007/s44443-025-00010-9,Article,Journal of King Saud University Computer and Information Sciences ,
Claudia RicettiLuca CarraraDavide La Torre,The potential of machine learning in diagnosing neurological and psychiatric diseases: a review,2025,10.1007/s44163-025-00370-1,https://link.springer.com/article/10.1007/s44163-025-00370-1,Article,Discover Artificial Intelligence,
Peter-Ebuka OkaforAbasiafak Ndifreke UdosenBenson Ikechukwu Igboanugo,Artificial intelligence tools: a potential for error-free scholarly communication in Nigerian universities,2025,10.1007/s43681-025-00714-8,https://link.springer.com/article/10.1007/s43681-025-00714-8,Article,AI and Ethics,
Padmalaya NayakJ. Siva Naga JyothiV. HarikaK. SwarajaA. Sai Hanuman,Diabetes Monitoring and Prediction Using Computational Intelligence Techniques: A Systematic Review,2025,10.1007/s42979-025-03802-y,https://link.springer.com/article/10.1007/s42979-025-03802-y,Article,SN Computer Science,
